neuron_1,neuron_2,neuron_3,neuron_4,neuron_5,neuron_6,neuron_7,neuron_8,neuron_9,neuron_10,neuron_11,neuron_12,neuron_13,neuron_14,neuron_15,neuron_16,neuron_17,neuron_18,neuron_19,neuron_20
0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,1.71,0.07
0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.73,0.18
0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.86,0.02,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.74,0.28
0.00,0.00,0.00,1.88,0.04,0.00,0.00,0.00,1.87,0.13,0.00,0.00,0.00,1.88,0.00,0.00,0.00,0.00,1.74,0.38
0.00,0.00,0.00,1.89,0.15,0.00,0.00,0.00,1.89,0.23,0.00,0.00,0.00,1.89,0.00,0.00,0.00,0.00,1.72,0.47
0.00,0.00,0.00,1.89,0.26,0.00,0.00,0.00,1.88,0.33,0.00,0.00,0.00,1.90,0.00,0.00,0.00,0.00,1.69,0.56
0.00,0.00,0.00,1.89,0.36,0.00,0.00,0.00,1.87,0.43,0.00,0.00,0.00,1.91,0.04,0.00,0.00,0.00,1.65,0.65
0.00,0.00,0.00,1.86,0.46,0.00,0.00,0.00,1.84,0.52,0.00,0.00,0.00,1.91,0.15,0.00,0.00,0.00,1.61,0.73
0.00,0.00,0.00,1.83,0.55,0.00,0.00,0.00,1.81,0.61,0.00,0.00,0.00,1.92,0.25,0.00,0.00,0.00,1.55,0.81
0.00,0.00,0.00,1.79,0.64,0.00,0.00,0.00,1.76,0.69,0.00,0.00,0.00,1.91,0.34,0.00,0.00,0.00,1.49,0.88
0.00,0.00,0.00,1.74,0.72,0.00,0.00,0.00,1.70,0.77,0.00,0.00,0.00,1.88,0.44,0.00,0.00,0.00,1.42,0.95
0.00,0.00,0.00,1.68,0.80,0.00,0.00,0.00,1.64,0.85,0.00,0.00,0.00,1.85,0.52,0.00,0.00,0.00,1.35,1.02
0.00,0.00,0.00,1.61,0.87,0.00,0.00,0.00,1.57,0.92,0.00,0.00,0.00,1.80,0.61,0.00,0.00,0.00,1.27,1.08
0.00,0.00,0.00,1.53,0.95,0.00,0.00,0.00,1.49,0.98,0.00,0.00,0.00,1.75,0.69,0.00,0.00,0.00,1.18,1.14
0.00,0.00,0.00,1.45,1.01,0.00,0.00,0.00,1.41,1.05,0.00,0.00,0.00,1.69,0.76,0.00,0.00,0.00,1.09,1.20
0.00,0.00,0.00,1.37,1.08,0.00,0.00,0.00,1.33,1.11,0.00,0.00,0.00,1.62,0.84,0.00,0.00,0.00,1.00,1.25
0.00,0.00,0.00,1.28,1.14,0.00,0.00,0.00,1.24,1.17,0.00,0.00,0.00,1.55,0.90,0.00,0.00,0.00,0.91,1.30
0.00,0.00,0.00,1.18,1.20,0.00,0.00,0.00,1.14,1.22,0.00,0.00,0.00,1.47,0.97,0.00,0.00,0.00,0.81,1.35
0.00,0.00,0.00,1.09,1.25,0.00,0.00,0.00,1.05,1.27,0.00,0.00,0.00,1.39,1.03,0.00,0.00,0.00,0.71,1.39
0.00,0.00,0.00,0.99,1.30,0.00,0.00,0.00,0.95,1.32,0.00,0.00,0.00,1.30,1.09,0.00,0.00,0.00,0.61,1.44
0.00,0.00,0.00,0.89,1.35,0.00,0.00,0.00,0.85,1.37,0.00,0.00,0.00,1.21,1.14,0.00,0.00,0.00,0.51,1.48
0.00,0.00,0.00,0.78,1.40,0.00,0.00,0.00,0.75,1.41,0.00,0.00,0.00,1.12,1.20,0.00,0.00,0.00,0.41,1.51
0.00,0.00,0.00,0.68,1.44,0.00,0.00,0.00,0.65,1.45,0.00,0.00,0.00,1.02,1.25,0.00,0.00,0.00,0.31,1.55
0.00,0.00,0.00,0.57,1.48,0.00,0.00,0.00,0.55,1.49,0.00,0.00,0.00,0.92,1.29,0.00,0.00,0.00,0.21,1.58
0.00,0.00,0.00,0.47,1.52,0.00,0.00,0.00,0.44,1.53,0.00,0.00,0.00,0.82,1.34,0.00,0.00,0.00,0.11,1.61
0.00,0.00,0.00,0.36,1.56,0.00,0.00,0.00,0.34,1.56,0.00,0.00,0.00,0.72,1.38,0.00,0.00,0.00,0.02,1.64
0.00,0.00,0.00,0.26,1.59,0.00,0.00,0.00,0.24,1.59,0.00,0.00,0.00,0.62,1.42,0.00,0.00,0.00,0.00,1.67
0.00,0.00,0.00,0.16,1.62,0.00,0.00,0.00,0.14,1.62,0.00,0.00,0.00,0.52,1.46,0.00,0.00,0.00,0.00,1.69
0.00,0.00,0.00,0.05,1.65,0.00,0.00,0.00,0.04,1.65,0.00,0.00,0.00,0.41,1.49,0.00,0.00,0.00,0.00,1.72
0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.31,1.52,0.00,0.00,0.00,0.00,1.74
0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.21,1.55,0.00,0.00,0.00,0.00,1.76
0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.11,1.58,0.00,0.00,0.00,0.00,1.78
0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.01,1.61,0.00,0.00,0.00,0.00,1.79
0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,1.81
0.00,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.66,0.11,0.00,0.00,0.00,1.82
0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.68,0.21,0.00,0.00,0.00,1.84
0.00,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.69,0.31,0.00,0.00,0.00,1.85
0.07,0.00,0.00,0.00,1.84,0.02,0.00,0.00,0.00,1.83,0.00,0.00,0.00,0.00,1.68,0.41,0.00,0.00,0.00,1.86
0.18,0.00,0.00,0.00,1.85,0.13,0.00,0.00,0.00,1.84,0.00,0.00,0.00,0.00,1.66,0.50,0.00,0.00,0.00,1.86
0.28,0.00,0.00,0.00,1.86,0.23,0.00,0.00,0.00,1.85,0.00,0.00,0.00,0.00,1.63,0.59,0.00,0.00,0.00,1.85
0.38,0.00,0.00,0.00,1.86,0.33,0.00,0.00,0.00,1.86,0.00,0.00,0.00,0.00,1.59,0.67,0.00,0.00,0.00,1.82
0.48,0.00,0.00,0.00,1.84,0.42,0.00,0.00,0.00,1.87,0.01,0.00,0.00,0.00,1.55,0.75,0.00,0.00,0.00,1.79
0.57,0.00,0.00,0.00,1.81,0.51,0.00,0.00,0.00,1.87,0.12,0.00,0.00,0.00,1.49,0.82,0.00,0.00,0.00,1.74
0.65,0.00,0.00,0.00,1.78,0.60,0.00,0.00,0.00,1.88,0.22,0.00,0.00,0.00,1.43,0.89,0.00,0.00,0.00,1.69
0.73,0.00,0.00,0.00,1.73,0.68,0.00,0.00,0.00,1.87,0.31,0.00,0.00,0.00,1.36,0.96,0.00,0.00,0.00,1.62
0.81,0.00,0.00,0.00,1.67,0.75,0.00,0.00,0.00,1.85,0.41,0.00,0.00,0.00,1.29,1.02,0.00,0.00,0.00,1.55
0.88,0.00,0.00,0.00,1.61,0.83,0.00,0.00,0.00,1.82,0.49,0.00,0.00,0.00,1.21,1.09,0.00,0.00,0.00,1.48
0.95,0.00,0.00,0.00,1.54,0.90,0.00,0.00,0.00,1.78,0.58,0.00,0.00,0.00,1.13,1.14,0.00,0.00,0.00,1.40
1.02,0.00,0.00,0.00,1.47,0.96,0.00,0.00,0.00,1.73,0.66,0.00,0.00,0.00,1.04,1.20,0.00,0.00,0.00,1.31
1.08,0.00,0.00,0.00,1.39,1.03,0.00,0.00,0.00,1.67,0.73,0.00,0.00,0.00,0.95,1.25,0.00,0.00,0.00,1.22
1.14,0.00,0.00,0.00,1.30,1.09,0.00,0.00,0.00,1.61,0.81,0.00,0.00,0.00,0.86,1.30,0.00,0.00,0.00,1.13
1.19,0.00,0.00,0.00,1.21,1.14,0.00,0.00,0.00,1.54,0.87,0.00,0.00,0.00,0.76,1.34,0.00,0.00,0.00,1.03
1.25,0.00,0.00,0.00,1.12,1.20,0.00,0.00,0.00,1.46,0.94,0.00,0.00,0.00,0.67,1.39,0.00,0.00,0.00,0.93
1.30,0.00,0.00,0.00,1.03,1.25,0.00,0.00,0.00,1.38,1.00,0.00,0.00,0.00,0.57,1.43,0.00,0.00,0.00,0.83
1.35,0.00,0.00,0.00,0.93,1.29,0.00,0.00,0.00,1.29,1.06,0.00,0.00,0.00,0.48,1.47,0.00,0.00,0.00,0.73
1.39,0.00,0.00,0.00,0.83,1.34,0.00,0.00,0.00,1.20,1.12,0.00,0.00,0.00,0.38,1.50,0.00,0.00,0.00,0.63
1.43,0.00,0.00,0.00,0.73,1.38,0.00,0.00,0.00,1.11,1.17,0.00,0.00,0.00,0.28,1.54,0.00,0.00,0.00,0.53
1.47,0.00,0.00,0.00,0.63,1.42,0.00,0.00,0.00,1.01,1.22,0.00,0.00,0.00,0.18,1.57,0.00,0.00,0.00,0.42
1.51,0.00,0.00,0.00,0.53,1.46,0.00,0.00,0.00,0.92,1.27,0.00,0.00,0.00,0.09,1.60,0.00,0.00,0.00,0.32
1.54,0.00,0.00,0.00,0.43,1.49,0.00,0.00,0.00,0.82,1.31,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.22
1.58,0.00,0.00,0.00,0.33,1.53,0.00,0.00,0.00,0.72,1.35,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.12
1.61,0.00,0.00,0.00,0.23,1.56,0.00,0.00,0.00,0.62,1.39,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.01
1.64,0.00,0.00,0.00,0.13,1.59,0.00,0.00,0.00,0.52,1.43,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00
1.66,0.00,0.00,0.00,0.03,1.61,0.00,0.00,0.00,0.42,1.47,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00
1.69,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.32,1.50,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00
1.71,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.22,1.53,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00
1.73,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.12,1.56,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00
1.75,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.02,1.58,0.04,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00
1.77,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.61,0.14,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00
1.79,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.63,0.24,0.00,0.00,0.00,1.81,0.02,0.00,0.00,0.00
1.80,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.63,0.34,0.00,0.00,0.00,1.82,0.13,0.00,0.00,0.00
1.82,0.00,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.63,0.44,0.00,0.00,0.00,1.83,0.23,0.00,0.00,0.00
1.83,0.04,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.61,0.52,0.00,0.00,0.00,1.82,0.33,0.00,0.00,0.00
1.84,0.14,0.00,0.00,0.00,1.80,0.00,0.00,0.00,0.00,1.58,0.61,0.00,0.00,0.00,1.81,0.43,0.00,0.00,0.00
1.85,0.25,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.54,0.69,0.00,0.00,0.00,1.78,0.52,0.00,0.00,0.00
1.84,0.34,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.49,0.76,0.00,0.00,0.00,1.74,0.60,0.00,0.00,0.00
1.82,0.43,0.00,0.00,0.00,1.83,0.05,0.00,0.00,0.00,1.44,0.84,0.00,0.00,0.00,1.69,0.69,0.00,0.00,0.00
1.79,0.52,0.00,0.00,0.00,1.83,0.16,0.00,0.00,0.00,1.38,0.91,0.00,0.00,0.00,1.63,0.76,0.00,0.00,0.00
1.75,0.60,0.00,0.00,0.00,1.83,0.26,0.00,0.00,0.00,1.31,0.97,0.00,0.00,0.00,1.56,0.84,0.00,0.00,0.00
1.70,0.68,0.00,0.00,0.00,1.82,0.35,0.00,0.00,0.00,1.24,1.03,0.00,0.00,0.00,1.49,0.91,0.00,0.00,0.00
1.64,0.76,0.00,0.00,0.00,1.80,0.44,0.00,0.00,0.00,1.16,1.09,0.00,0.00,0.00,1.41,0.98,0.00,0.00,0.00
1.58,0.83,0.00,0.00,0.00,1.76,0.53,0.00,0.00,0.00,1.08,1.15,0.00,0.00,0.00,1.33,1.04,0.00,0.00,0.00
1.51,0.90,0.00,0.00,0.00,1.72,0.61,0.00,0.00,0.00,0.99,1.20,0.00,0.00,0.00,1.24,1.10,0.00,0.00,0.00
1.43,0.96,0.00,0.00,0.00,1.66,0.69,0.00,0.00,0.00,0.90,1.25,0.00,0.00,0.00,1.15,1.16,0.00,0.00,0.00
1.35,1.02,0.00,0.00,0.00,1.60,0.77,0.00,0.00,0.00,0.81,1.30,0.00,0.00,0.00,1.06,1.21,0.00,0.00,0.00
1.27,1.08,0.00,0.00,0.00,1.54,0.84,0.00,0.00,0.00,0.72,1.34,0.00,0.00,0.00,0.96,1.26,0.00,0.00,0.00
1.18,1.14,0.00,0.00,0.00,1.46,0.91,0.00,0.00,0.00,0.63,1.39,0.00,0.00,0.00,0.87,1.31,0.00,0.00,0.00
1.08,1.19,0.00,0.00,0.00,1.38,0.97,0.00,0.00,0.00,0.54,1.43,0.00,0.00,0.00,0.77,1.36,0.00,0.00,0.00
0.99,1.24,0.00,0.00,0.00,1.30,1.03,0.00,0.00,0.00,0.44,1.46,0.00,0.00,0.00,0.66,1.40,0.00,0.00,0.00
0.89,1.29,0.00,0.00,0.00,1.21,1.09,0.00,0.00,0.00,0.35,1.50,0.00,0.00,0.00,0.56,1.44,0.00,0.00,0.00
0.80,1.33,0.00,0.00,0.00,1.12,1.14,0.00,0.00,0.00,0.25,1.53,0.00,0.00,0.00,0.46,1.48,0.00,0.00,0.00
0.70,1.37,0.00,0.00,0.00,1.03,1.20,0.00,0.00,0.00,0.16,1.56,0.00,0.00,0.00,0.36,1.51,0.00,0.00,0.00
0.60,1.41,0.00,0.00,0.00,0.93,1.24,0.00,0.00,0.00,0.06,1.59,0.00,0.00,0.00,0.26,1.55,0.00,0.00,0.00
0.50,1.45,0.00,0.00,0.00,0.83,1.29,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.15,1.58,0.00,0.00,0.00
0.40,1.48,0.00,0.00,0.00,0.74,1.34,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.05,1.61,0.00,0.00,0.00
0.30,1.52,0.00,0.00,0.00,0.64,1.38,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00
0.20,1.55,0.00,0.00,0.00,0.53,1.42,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00
0.10,1.57,0.00,0.00,0.00,0.43,1.45,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00
0.01,1.60,0.00,0.00,0.00,0.33,1.49,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00
0.00,1.63,0.00,0.00,0.00,0.23,1.52,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00
0.00,1.65,0.00,0.00,0.00,0.13,1.55,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00
0.00,1.67,0.00,0.00,0.00,0.04,1.58,0.07,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00
0.00,1.69,0.00,0.00,0.00,0.00,1.60,0.17,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.78,0.00,0.00,0.00
0.00,1.71,0.00,0.00,0.00,0.00,1.62,0.27,0.00,0.00,0.00,1.80,0.09,0.00,0.00,0.00,1.80,0.00,0.00,0.00
0.00,1.73,0.00,0.00,0.00,0.00,1.62,0.37,0.00,0.00,0.00,1.81,0.20,0.00,0.00,0.00,1.81,0.00,0.00,0.00
0.00,1.74,0.00,0.00,0.00,0.00,1.61,0.46,0.00,0.00,0.00,1.81,0.30,0.00,0.00,0.00,1.82,0.00,0.00,0.00
0.00,1.76,0.00,0.00,0.00,0.00,1.59,0.55,0.00,0.00,0.00,1.79,0.40,0.00,0.00,0.00,1.83,0.08,0.00,0.00
0.00,1.77,0.00,0.00,0.00,0.00,1.56,0.63,0.00,0.00,0.00,1.77,0.49,0.00,0.00,0.00,1.84,0.18,0.00,0.00
0.00,1.78,0.00,0.00,0.00,0.00,1.52,0.71,0.00,0.00,0.00,1.73,0.57,0.00,0.00,0.00,1.84,0.28,0.00,0.00
0.00,1.79,0.00,0.00,0.00,0.00,1.47,0.78,0.00,0.00,0.00,1.68,0.66,0.00,0.00,0.00,1.83,0.37,0.00,0.00
0.00,1.80,0.09,0.00,0.00,0.00,1.42,0.85,0.00,0.00,0.00,1.63,0.74,0.00,0.00,0.00,1.80,0.46,0.00,0.00
0.00,1.81,0.19,0.00,0.00,0.00,1.36,0.92,0.00,0.00,0.00,1.57,0.81,0.00,0.00,0.00,1.77,0.55,0.00,0.00
0.00,1.81,0.29,0.00,0.00,0.00,1.29,0.98,0.00,0.00,0.00,1.50,0.88,0.00,0.00,0.00,1.72,0.63,0.00,0.00
0.00,1.79,0.38,0.00,0.00,0.00,1.22,1.04,0.00,0.00,0.00,1.42,0.95,0.00,0.00,0.00,1.67,0.71,0.00,0.00
0.00,1.76,0.47,0.00,0.00,0.00,1.14,1.10,0.00,0.00,0.00,1.34,1.01,0.00,0.00,0.00,1.61,0.78,0.00,0.00
0.00,1.73,0.56,0.00,0.00,0.00,1.06,1.16,0.00,0.00,0.00,1.26,1.07,0.00,0.00,0.00,1.54,0.85,0.00,0.00
0.00,1.68,0.64,0.00,0.00,0.00,0.98,1.21,0.00,0.00,0.00,1.17,1.13,0.00,0.00,0.00,1.47,0.91,0.00,0.00
0.00,1.62,0.72,0.00,0.00,0.00,0.89,1.26,0.00,0.00,0.00,1.08,1.19,0.00,0.00,0.00,1.39,0.98,0.00,0.00
0.00,1.56,0.80,0.00,0.00,0.00,0.80,1.30,0.00,0.00,0.00,0.98,1.24,0.00,0.00,0.00,1.31,1.04,0.00,0.00
0.00,1.49,0.87,0.00,0.00,0.00,0.71,1.34,0.00,0.00,0.00,0.88,1.29,0.00,0.00,0.00,1.22,1.09,0.00,0.00
0.00,1.42,0.93,0.00,0.00,0.00,0.62,1.39,0.00,0.00,0.00,0.79,1.33,0.00,0.00,0.00,1.13,1.15,0.00,0.00
0.00,1.34,1.00,0.00,0.00,0.00,0.52,1.42,0.00,0.00,0.00,0.69,1.38,0.00,0.00,0.00,1.04,1.20,0.00,0.00
0.00,1.25,1.06,0.00,0.00,0.00,0.43,1.46,0.00,0.00,0.00,0.59,1.42,0.00,0.00,0.00,0.95,1.25,0.00,0.00
0.00,1.16,1.12,0.00,0.00,0.00,0.34,1.49,0.00,0.00,0.00,0.48,1.46,0.00,0.00,0.00,0.85,1.29,0.00,0.00
0.00,1.07,1.17,0.00,0.00,0.00,0.24,1.53,0.00,0.00,0.00,0.38,1.49,0.00,0.00,0.00,0.75,1.33,0.00,0.00
0.00,0.98,1.22,0.00,0.00,0.00,0.15,1.56,0.00,0.00,0.00,0.28,1.53,0.00,0.00,0.00,0.65,1.38,0.00,0.00
0.00,0.88,1.27,0.00,0.00,0.00,0.06,1.58,0.00,0.00,0.00,0.18,1.56,0.00,0.00,0.00,0.55,1.41,0.00,0.00
0.00,0.78,1.32,0.00,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.08,1.59,0.00,0.00,0.00,0.46,1.45,0.00,0.00
0.00,0.68,1.36,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.36,1.48,0.00,0.00
0.00,0.58,1.40,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.26,1.51,0.00,0.00
0.00,0.48,1.44,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.16,1.54,0.00,0.00
0.00,0.38,1.47,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.06,1.57,0.00,0.00
0.00,0.28,1.51,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.71,0.00,0.00,0.00,0.00,1.60,0.00,0.00
0.00,0.18,1.54,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.62,0.00,0.00
0.00,0.08,1.57,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.64,0.00,0.00
0.00,0.00,1.60,0.07,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.76,0.00,0.00,0.00,0.00,1.66,0.00,0.00
0.00,0.00,1.62,0.18,0.00,0.00,0.00,1.77,0.05,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.68,0.00,0.00
0.00,0.00,1.64,0.27,0.00,0.00,0.00,1.78,0.16,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.70,0.00,0.00
0.00,0.00,1.64,0.37,0.00,0.00,0.00,1.79,0.26,0.00,0.00,0.00,1.81,0.00,0.00,0.00,0.00,1.72,0.00,0.00
0.00,0.00,1.63,0.46,0.00,0.00,0.00,1.78,0.36,0.00,0.00,0.00,1.82,0.00,0.00,0.00,0.00,1.73,0.00,0.00
0.00,0.00,1.61,0.54,0.00,0.00,0.00,1.76,0.45,0.00,0.00,0.00,1.83,0.01,0.00,0.00,0.00,1.75,0.00,0.00
0.00,0.00,1.58,0.62,0.00,0.00,0.00,1.73,0.54,0.00,0.00,0.00,1.84,0.11,0.00,0.00,0.00,1.76,0.00,0.00
0.00,0.00,1.54,0.70,0.00,0.00,0.00,1.68,0.62,0.00,0.00,0.00,1.84,0.21,0.00,0.00,0.00,1.77,0.06,0.00
0.00,0.00,1.49,0.77,0.00,0.00,0.00,1.63,0.70,0.00,0.00,0.00,1.84,0.31,0.00,0.00,0.00,1.78,0.17,0.00
0.00,0.00,1.44,0.84,0.00,0.00,0.00,1.58,0.77,0.00,0.00,0.00,1.82,0.40,0.00,0.00,0.00,1.78,0.27,0.00
0.00,0.00,1.38,0.91,0.00,0.00,0.00,1.51,0.85,0.00,0.00,0.00,1.79,0.49,0.00,0.00,0.00,1.77,0.36,0.00
0.00,0.00,1.31,0.97,0.00,0.00,0.00,1.44,0.91,0.00,0.00,0.00,1.75,0.57,0.00,0.00,0.00,1.75,0.45,0.00
0.00,0.00,1.24,1.03,0.00,0.00,0.00,1.36,0.98,0.00,0.00,0.00,1.70,0.65,0.00,0.00,0.00,1.71,0.54,0.00
0.00,0.00,1.16,1.09,0.00,0.00,0.00,1.28,1.04,0.00,0.00,0.00,1.65,0.72,0.00,0.00,0.00,1.67,0.63,0.00
0.00,0.00,1.08,1.14,0.00,0.00,0.00,1.19,1.10,0.00,0.00,0.00,1.58,0.79,0.00,0.00,0.00,1.62,0.70,0.00
0.00,0.00,1.00,1.20,0.00,0.00,0.00,1.10,1.15,0.00,0.00,0.00,1.51,0.86,0.00,0.00,0.00,1.56,0.78,0.00
0.00,0.00,0.91,1.24,0.00,0.00,0.00,1.01,1.21,0.00,0.00,0.00,1.44,0.93,0.00,0.00,0.00,1.49,0.85,0.00
0.00,0.00,0.82,1.29,0.00,0.00,0.00,0.92,1.25,0.00,0.00,0.00,1.36,0.99,0.00,0.00,0.00,1.42,0.92,0.00
0.00,0.00,0.73,1.33,0.00,0.00,0.00,0.82,1.30,0.00,0.00,0.00,1.28,1.05,0.00,0.00,0.00,1.34,0.99,0.00
0.00,0.00,0.64,1.37,0.00,0.00,0.00,0.72,1.35,0.00,0.00,0.00,1.19,1.10,0.00,0.00,0.00,1.26,1.05,0.00
0.00,0.00,0.55,1.41,0.00,0.00,0.00,0.62,1.39,0.00,0.00,0.00,1.10,1.15,0.00,0.00,0.00,1.17,1.10,0.00
0.00,0.00,0.46,1.45,0.00,0.00,0.00,0.52,1.43,0.00,0.00,0.00,1.00,1.20,0.00,0.00,0.00,1.08,1.16,0.00
0.00,0.00,0.36,1.48,0.00,0.00,0.00,0.42,1.46,0.00,0.00,0.00,0.91,1.25,0.00,0.00,0.00,0.99,1.21,0.00
0.00,0.00,0.27,1.51,0.00,0.00,0.00,0.32,1.50,0.00,0.00,0.00,0.81,1.29,0.00,0.00,0.00,0.89,1.26,0.00
0.00,0.00,0.18,1.54,0.00,0.00,0.00,0.22,1.53,0.00,0.00,0.00,0.72,1.33,0.00,0.00,0.00,0.79,1.31,0.00
0.00,0.00,0.09,1.57,0.00,0.00,0.00,0.13,1.56,0.00,0.00,0.00,0.62,1.37,0.00,0.00,0.00,0.70,1.35,0.00
0.00,0.00,0.00,1.60,0.00,0.00,0.00,0.03,1.59,0.00,0.00,0.00,0.52,1.41,0.00,0.00,0.00,0.60,1.39,0.00
0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.00,1.62,0.00,0.00,0.00,0.42,1.45,0.00,0.00,0.00,0.50,1.43,0.00
0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.00,1.64,0.00,0.00,0.00,0.32,1.48,0.00,0.00,0.00,0.39,1.47,0.00
0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.00,1.66,0.00,0.00,0.00,0.22,1.51,0.00,0.00,0.00,0.29,1.50,0.00
0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.00,1.68,0.00,0.00,0.00,0.13,1.54,0.00,0.00,0.00,0.19,1.54,0.00
0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.00,1.70,0.00,0.00,0.00,0.03,1.56,0.00,0.00,0.00,0.09,1.57,0.00
0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.72,0.00,0.00,0.00,0.00,1.59,0.00,0.00,0.00,0.00,1.60,0.00
0.00,0.00,0.00,1.73,0.00,0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.61,0.00,0.00,0.00,0.00,1.62,0.03
0.00,0.00,0.00,1.74,0.00,0.00,0.00,0.00,1.75,0.00,0.00,0.00,0.00,1.63,0.00,0.00,0.00,0.00,1.65,0.13
0.00,0.00,0.00,1.76,0.09,0.00,0.00,0.00,1.77,0.00,0.00,0.00,0.00,1.65,0.00,0.00,0.00,0.00,1.67,0.23
0.00,0.00,0.00,1.77,0.19,0.00,0.00,0.00,1.78,0.00,0.00,0.00,0.00,1.67,0.00,0.00,0.00,0.00,1.67,0.33
0.00,0.00,0.00,1.77,0.29,0.00,0.00,0.00,1.79,0.00,0.00,0.00,0.00,1.69,0.00,0.00,0.00,0.00,1.67,0.42
